Age	Sex	Cancer_ICD9	Organ	Gene	Years_5int	Cases_5int	Version	air
52	BOTH	VP_LS_AIR_BASE	Any	MLH1	367	14	V2_20190219	0.0381471389645777
53	BOTH	VP_LS_AIR_BASE	Any	MLH1	367	14	V2_20190219	0.0381471389645777
54	BOTH	VP_LS_AIR_BASE	Any	MLH1	367	14	V2_20190219	0.0381471389645777
55	BOTH	VP_LS_AIR_BASE	Any	MLH1	272	11	V2_20190219	0.0404411764705882
56	BOTH	VP_LS_AIR_BASE	Any	MLH1	272	11	V2_20190219	0.0404411764705882
57	BOTH	VP_LS_AIR_BASE	Any	MLH1	272	11	V2_20190219	0.0404411764705882
58	BOTH	VP_LS_AIR_BASE	Any	MLH1	272	11	V2_20190219	0.0404411764705882
59	BOTH	VP_LS_AIR_BASE	Any	MLH1	272	11	V2_20190219	0.0404411764705882
60	BOTH	VP_LS_AIR_BASE	Any	MLH1	147	6	V2_20190219	0.0408163265306122
61	BOTH	VP_LS_AIR_BASE	Any	MLH1	147	6	V2_20190219	0.0408163265306122
62	BOTH	VP_LS_AIR_BASE	Any	MLH1	147	6	V2_20190219	0.0408163265306122
63	BOTH	VP_LS_AIR_BASE	Any	MLH1	147	6	V2_20190219	0.0408163265306122
64	BOTH	VP_LS_AIR_BASE	Any	MLH1	147	6	V2_20190219	0.0408163265306122
65	BOTH	VP_LS_AIR_BASE	Any	MLH1	99	5	V2_20190219	0.0505050505050505
66	BOTH	VP_LS_AIR_BASE	Any	MLH1	99	5	V2_20190219	0.0505050505050505
67	BOTH	VP_LS_AIR_BASE	Any	MLH1	99	5	V2_20190219	0.0505050505050505
68	BOTH	VP_LS_AIR_BASE	Any	MLH1	99	5	V2_20190219	0.0505050505050505
69	BOTH	VP_LS_AIR_BASE	Any	MLH1	99	5	V2_20190219	0.0505050505050505
70	BOTH	VP_LS_AIR_BASE	Any	MLH1	51	2	V2_20190219	0.0392156862745098
71	BOTH	VP_LS_AIR_BASE	Any	MLH1	51	2	V2_20190219	0.0392156862745098
72	BOTH	VP_LS_AIR_BASE	Any	MLH1	51	2	V2_20190219	0.0392156862745098
73	BOTH	VP_LS_AIR_BASE	Any	MLH1	51	2	V2_20190219	0.0392156862745098
74	BOTH	VP_LS_AIR_BASE	Any	MLH1	51	2	V2_20190219	0.0392156862745098
75	BOTH	VP_LS_AIR_BASE	Any	MLH1	33	2	V2_20190219	0.0606060606060606
76	BOTH	VP_LS_AIR_BASE	Any	MLH1	33	2	V2_20190219	0.0606060606060606
77	BOTH	VP_LS_AIR_BASE	Any	MLH1	33	2	V2_20190219	0.0606060606060606
78	BOTH	VP_LS_AIR_BASE	Any	MLH1	33	2	V2_20190219	0.0606060606060606
79	BOTH	VP_LS_AIR_BASE	Any	MLH1	33	2	V2_20190219	0.0606060606060606
80	BOTH	VP_LS_AIR_BASE	Any	MLH1	33	2	V2_20190219	0.0606060606060606
25	BOTH	VP_LS_AIR_BASE	Any	MSH2	432	3	V2_20190219	0.00694444444444444
26	BOTH	VP_LS_AIR_BASE	Any	MSH2	432	3	V2_20190219	0.00694444444444444
27	BOTH	VP_LS_AIR_BASE	Any	MSH2	432	3	V2_20190219	0.00694444444444444
28	BOTH	VP_LS_AIR_BASE	Any	MSH2	432	3	V2_20190219	0.00694444444444444
29	BOTH	VP_LS_AIR_BASE	Any	MSH2	432	3	V2_20190219	0.00694444444444444
30	BOTH	VP_LS_AIR_BASE	Any	MSH2	574	9	V2_20190219	0.0156794425087108
31	BOTH	VP_LS_AIR_BASE	Any	MSH2	574	9	V2_20190219	0.0156794425087108
32	BOTH	VP_LS_AIR_BASE	Any	MSH2	574	9	V2_20190219	0.0156794425087108
33	BOTH	VP_LS_AIR_BASE	Any	MSH2	574	9	V2_20190219	0.0156794425087108
34	BOTH	VP_LS_AIR_BASE	Any	MSH2	574	9	V2_20190219	0.0156794425087108
35	BOTH	VP_LS_AIR_BASE	Any	MSH2	748	6	V2_20190219	0.00802139037433155
36	BOTH	VP_LS_AIR_BASE	Any	MSH2	748	6	V2_20190219	0.00802139037433155
37	BOTH	VP_LS_AIR_BASE	Any	MSH2	748	6	V2_20190219	0.00802139037433155
38	BOTH	VP_LS_AIR_BASE	Any	MSH2	748	6	V2_20190219	0.00802139037433155
39	BOTH	VP_LS_AIR_BASE	Any	MSH2	748	6	V2_20190219	0.00802139037433155
40	BOTH	VP_LS_AIR_BASE	Any	MSH2	734	23	V2_20190219	0.0313351498637602
41	BOTH	VP_LS_AIR_BASE	Any	MSH2	734	23	V2_20190219	0.0313351498637602
42	BOTH	VP_LS_AIR_BASE	Any	MSH2	734	23	V2_20190219	0.0313351498637602
43	BOTH	VP_LS_AIR_BASE	Any	MSH2	734	23	V2_20190219	0.0313351498637602
44	BOTH	VP_LS_AIR_BASE	Any	MSH2	734	23	V2_20190219	0.0313351498637602
45	BOTH	VP_LS_AIR_BASE	Any	MSH2	683	18	V2_20190219	0.0263543191800878
46	BOTH	VP_LS_AIR_BASE	Any	MSH2	683	18	V2_20190219	0.0263543191800878
47	BOTH	VP_LS_AIR_BASE	Any	MSH2	683	18	V2_20190219	0.0263543191800878
48	BOTH	VP_LS_AIR_BASE	Any	MSH2	683	18	V2_20190219	0.0263543191800878
49	BOTH	VP_LS_AIR_BASE	Any	MSH2	683	18	V2_20190219	0.0263543191800878
50	BOTH	VP_LS_AIR_BASE	Any	MSH2	517	28	V2_20190219	0.0541586073500967
51	BOTH	VP_LS_AIR_BASE	Any	MSH2	517	28	V2_20190219	0.0541586073500967
52	BOTH	VP_LS_AIR_BASE	Any	MSH2	517	28	V2_20190219	0.0541586073500967
53	BOTH	VP_LS_AIR_BASE	Any	MSH2	517	28	V2_20190219	0.0541586073500967
54	BOTH	VP_LS_AIR_BASE	Any	MSH2	517	28	V2_20190219	0.0541586073500967
55	BOTH	VP_LS_AIR_BASE	Any	MSH2	322	13	V2_20190219	0.0403726708074534
56	BOTH	VP_LS_AIR_BASE	Any	MSH2	322	13	V2_20190219	0.0403726708074534
57	BOTH	VP_LS_AIR_BASE	Any	MSH2	322	13	V2_20190219	0.0403726708074534
58	BOTH	VP_LS_AIR_BASE	Any	MSH2	322	13	V2_20190219	0.0403726708074534
59	BOTH	VP_LS_AIR_BASE	Any	MSH2	322	13	V2_20190219	0.0403726708074534
60	BOTH	VP_LS_AIR_BASE	Any	MSH2	186	7	V2_20190219	0.0376344086021505
61	BOTH	VP_LS_AIR_BASE	Any	MSH2	186	7	V2_20190219	0.0376344086021505
62	BOTH	VP_LS_AIR_BASE	Any	MSH2	186	7	V2_20190219	0.0376344086021505
63	BOTH	VP_LS_AIR_BASE	Any	MSH2	186	7	V2_20190219	0.0376344086021505
64	BOTH	VP_LS_AIR_BASE	Any	MSH2	186	7	V2_20190219	0.0376344086021505
65	BOTH	VP_LS_AIR_BASE	Any	MSH2	98	9	V2_20190219	0.0918367346938776
66	BOTH	VP_LS_AIR_BASE	Any	MSH2	98	9	V2_20190219	0.0918367346938776
67	BOTH	VP_LS_AIR_BASE	Any	MSH2	98	9	V2_20190219	0.0918367346938776
68	BOTH	VP_LS_AIR_BASE	Any	MSH2	98	9	V2_20190219	0.0918367346938776
69	BOTH	VP_LS_AIR_BASE	Any	MSH2	98	9	V2_20190219	0.0918367346938776
70	BOTH	VP_LS_AIR_BASE	Any	MSH2	92	5	V2_20190219	0.0543478260869565
71	BOTH	VP_LS_AIR_BASE	Any	MSH2	92	5	V2_20190219	0.0543478260869565
72	BOTH	VP_LS_AIR_BASE	Any	MSH2	92	5	V2_20190219	0.0543478260869565
73	BOTH	VP_LS_AIR_BASE	Any	MSH2	92	5	V2_20190219	0.0543478260869565
74	BOTH	VP_LS_AIR_BASE	Any	MSH2	92	5	V2_20190219	0.0543478260869565
75	BOTH	VP_LS_AIR_BASE	Any	MSH2	61	3	V2_20190219	0.0491803278688525
76	BOTH	VP_LS_AIR_BASE	Any	MSH2	61	3	V2_20190219	0.0491803278688525
77	BOTH	VP_LS_AIR_BASE	Any	MSH2	61	3	V2_20190219	0.0491803278688525
78	BOTH	VP_LS_AIR_BASE	Any	MSH2	61	3	V2_20190219	0.0491803278688525
79	BOTH	VP_LS_AIR_BASE	Any	MSH2	61	3	V2_20190219	0.0491803278688525
80	BOTH	VP_LS_AIR_BASE	Any	MSH2	61	3	V2_20190219	0.0491803278688525
25	BOTH	VP_LS_AIR_BASE	Any	MSH6	52	0	V2_20190219	0
26	BOTH	VP_LS_AIR_BASE	Any	MSH6	52	0	V2_20190219	0
27	BOTH	VP_LS_AIR_BASE	Any	MSH6	52	0	V2_20190219	0
28	BOTH	VP_LS_AIR_BASE	Any	MSH6	52	0	V2_20190219	0
29	BOTH	VP_LS_AIR_BASE	Any	MSH6	52	0	V2_20190219	0
30	BOTH	VP_LS_AIR_BASE	Any	MSH6	116	1	V2_20190219	0.00862068965517241
31	BOTH	VP_LS_AIR_BASE	Any	MSH6	116	1	V2_20190219	0.00862068965517241
32	BOTH	VP_LS_AIR_BASE	Any	MSH6	116	1	V2_20190219	0.00862068965517241
33	BOTH	VP_LS_AIR_BASE	Any	MSH6	116	1	V2_20190219	0.00862068965517241
34	BOTH	VP_LS_AIR_BASE	Any	MSH6	116	1	V2_20190219	0.00862068965517241
35	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	2	V2_20190219	0.0129032258064516
36	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	2	V2_20190219	0.0129032258064516
37	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	2	V2_20190219	0.0129032258064516
38	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	2	V2_20190219	0.0129032258064516
39	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	2	V2_20190219	0.0129032258064516
40	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	0	V2_20190219	0
41	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	0	V2_20190219	0
42	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	0	V2_20190219	0
43	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	0	V2_20190219	0
44	BOTH	VP_LS_AIR_BASE	Any	MSH6	155	0	V2_20190219	0
45	BOTH	VP_LS_AIR_BASE	Any	MSH6	137	1	V2_20190219	0.0072992700729927
46	BOTH	VP_LS_AIR_BASE	Any	MSH6	137	1	V2_20190219	0.0072992700729927
47	BOTH	VP_LS_AIR_BASE	Any	MSH6	137	1	V2_20190219	0.0072992700729927
48	BOTH	VP_LS_AIR_BASE	Any	MSH6	137	1	V2_20190219	0.0072992700729927
49	BOTH	VP_LS_AIR_BASE	Any	MSH6	137	1	V2_20190219	0.0072992700729927
50	BOTH	VP_LS_AIR_BASE	Any	MSH6	110	2	V2_20190219	0.0181818181818182
51	BOTH	VP_LS_AIR_BASE	Any	MSH6	110	2	V2_20190219	0.0181818181818182
52	BOTH	VP_LS_AIR_BASE	Any	MSH6	110	2	V2_20190219	0.0181818181818182
53	BOTH	VP_LS_AIR_BASE	Any	MSH6	110	2	V2_20190219	0.0181818181818182
54	BOTH	VP_LS_AIR_BASE	Any	MSH6	110	2	V2_20190219	0.0181818181818182
55	BOTH	VP_LS_AIR_BASE	Any	MSH6	127	5	V2_20190219	0.0393700787401575
56	BOTH	VP_LS_AIR_BASE	Any	MSH6	127	5	V2_20190219	0.0393700787401575
57	BOTH	VP_LS_AIR_BASE	Any	MSH6	127	5	V2_20190219	0.0393700787401575
58	BOTH	VP_LS_AIR_BASE	Any	MSH6	127	5	V2_20190219	0.0393700787401575
59	BOTH	VP_LS_AIR_BASE	Any	MSH6	127	5	V2_20190219	0.0393700787401575
60	BOTH	VP_LS_AIR_BASE	Any	MSH6	84	2	V2_20190219	0.0238095238095238
61	BOTH	VP_LS_AIR_BASE	Any	MSH6	84	2	V2_20190219	0.0238095238095238
62	BOTH	VP_LS_AIR_BASE	Any	MSH6	84	2	V2_20190219	0.0238095238095238
63	BOTH	VP_LS_AIR_BASE	Any	MSH6	84	2	V2_20190219	0.0238095238095238
64	BOTH	VP_LS_AIR_BASE	Any	MSH6	84	2	V2_20190219	0.0238095238095238
65	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	1	V2_20190219	0.0188679245283019
66	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	1	V2_20190219	0.0188679245283019
67	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	1	V2_20190219	0.0188679245283019
68	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	1	V2_20190219	0.0188679245283019
69	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	1	V2_20190219	0.0188679245283019
70	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	0	V2_20190219	0
71	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	0	V2_20190219	0
72	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	0	V2_20190219	0
73	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	0	V2_20190219	0
74	BOTH	VP_LS_AIR_BASE	Any	MSH6	53	0	V2_20190219	0
75	BOTH	VP_LS_AIR_BASE	Any	MSH6	40	0	V2_20190219	0
76	BOTH	VP_LS_AIR_BASE	Any	MSH6	40	0	V2_20190219	0
77	BOTH	VP_LS_AIR_BASE	Any	MSH6	40	0	V2_20190219	0
78	BOTH	VP_LS_AIR_BASE	Any	MSH6	40	0	V2_20190219	0
79	BOTH	VP_LS_AIR_BASE	Any	MSH6	40	0	V2_20190219	0
80	BOTH	VP_LS_AIR_BASE	Any	MSH6	40	0	V2_20190219	0
25	BOTH	VP_LS_AIR_BASE	Any	PMS2	41	0	V2_20190219	0
26	BOTH	VP_LS_AIR_BASE	Any	PMS2	41	0	V2_20190219	0
27	BOTH	VP_LS_AIR_BASE	Any	PMS2	41	0	V2_20190219	0
28	BOTH	VP_LS_AIR_BASE	Any	PMS2	41	0	V2_20190219	0
29	BOTH	VP_LS_AIR_BASE	Any	PMS2	41	0	V2_20190219	0
30	BOTH	VP_LS_AIR_BASE	Any	PMS2	53	0	V2_20190219	0
31	BOTH	VP_LS_AIR_BASE	Any	PMS2	53	0	V2_20190219	0
32	BOTH	VP_LS_AIR_BASE	Any	PMS2	53	0	V2_20190219	0
33	BOTH	VP_LS_AIR_BASE	Any	PMS2	53	0	V2_20190219	0
34	BOTH	VP_LS_AIR_BASE	Any	PMS2	53	0	V2_20190219	0
35	BOTH	VP_LS_AIR_BASE	Any	PMS2	89	0	V2_20190219	0
36	BOTH	VP_LS_AIR_BASE	Any	PMS2	89	0	V2_20190219	0
37	BOTH	VP_LS_AIR_BASE	Any	PMS2	89	0	V2_20190219	0
38	BOTH	VP_LS_AIR_BASE	Any	PMS2	89	0	V2_20190219	0
39	BOTH	VP_LS_AIR_BASE	Any	PMS2	89	0	V2_20190219	0
40	BOTH	VP_LS_AIR_BASE	Any	PMS2	93	0	V2_20190219	0
41	BOTH	VP_LS_AIR_BASE	Any	PMS2	93	0	V2_20190219	0
42	BOTH	VP_LS_AIR_BASE	Any	PMS2	93	0	V2_20190219	0
43	BOTH	VP_LS_AIR_BASE	Any	PMS2	93	0	V2_20190219	0
44	BOTH	VP_LS_AIR_BASE	Any	PMS2	93	0	V2_20190219	0
45	BOTH	VP_LS_AIR_BASE	Any	PMS2	86	2	V2_20190219	0.0232558139534884
46	BOTH	VP_LS_AIR_BASE	Any	PMS2	86	2	V2_20190219	0.0232558139534884
47	BOTH	VP_LS_AIR_BASE	Any	PMS2	86	2	V2_20190219	0.0232558139534884
48	BOTH	VP_LS_AIR_BASE	Any	PMS2	86	2	V2_20190219	0.0232558139534884
49	BOTH	VP_LS_AIR_BASE	Any	PMS2	86	2	V2_20190219	0.0232558139534884
50	BOTH	VP_LS_AIR_BASE	Any	PMS2	91	1	V2_20190219	0.010989010989011
51	BOTH	VP_LS_AIR_BASE	Any	PMS2	91	1	V2_20190219	0.010989010989011
52	BOTH	VP_LS_AIR_BASE	Any	PMS2	91	1	V2_20190219	0.010989010989011
53	BOTH	VP_LS_AIR_BASE	Any	PMS2	91	1	V2_20190219	0.010989010989011
54	BOTH	VP_LS_AIR_BASE	Any	PMS2	91	1	V2_20190219	0.010989010989011
55	BOTH	VP_LS_AIR_BASE	Any	PMS2	110	2	V2_20190219	0.0181818181818182
56	BOTH	VP_LS_AIR_BASE	Any	PMS2	110	2	V2_20190219	0.0181818181818182
57	BOTH	VP_LS_AIR_BASE	Any	PMS2	110	2	V2_20190219	0.0181818181818182
58	BOTH	VP_LS_AIR_BASE	Any	PMS2	110	2	V2_20190219	0.0181818181818182
59	BOTH	VP_LS_AIR_BASE	Any	PMS2	110	2	V2_20190219	0.0181818181818182
60	BOTH	VP_LS_AIR_BASE	Any	PMS2	106	0	V2_20190219	0
61	BOTH	VP_LS_AIR_BASE	Any	PMS2	106	0	V2_20190219	0
62	BOTH	VP_LS_AIR_BASE	Any	PMS2	106	0	V2_20190219	0
63	BOTH	VP_LS_AIR_BASE	Any	PMS2	106	0	V2_20190219	0
64	BOTH	VP_LS_AIR_BASE	Any	PMS2	106	0	V2_20190219	0
65	BOTH	VP_LS_AIR_BASE	Any	PMS2	68	0	V2_20190219	0
66	BOTH	VP_LS_AIR_BASE	Any	PMS2	68	0	V2_20190219	0
67	BOTH	VP_LS_AIR_BASE	Any	PMS2	68	0	V2_20190219	0
68	BOTH	VP_LS_AIR_BASE	Any	PMS2	68	0	V2_20190219	0
69	BOTH	VP_LS_AIR_BASE	Any	PMS2	68	0	V2_20190219	0
70	BOTH	VP_LS_AIR_BASE	Any	PMS2	46	0	V2_20190219	0
71	BOTH	VP_LS_AIR_BASE	Any	PMS2	46	0	V2_20190219	0
72	BOTH	VP_LS_AIR_BASE	Any	PMS2	46	0	V2_20190219	0
73	BOTH	VP_LS_AIR_BASE	Any	PMS2	46	0	V2_20190219	0
74	BOTH	VP_LS_AIR_BASE	Any	PMS2	46	0	V2_20190219	0
75	BOTH	VP_LS_AIR_BASE	Any	PMS2	23	0	V2_20190219	0
76	BOTH	VP_LS_AIR_BASE	Any	PMS2	23	0	V2_20190219	0
77	BOTH	VP_LS_AIR_BASE	Any	PMS2	23	0	V2_20190219	0
78	BOTH	VP_LS_AIR_BASE	Any	PMS2	23	0	V2_20190219	0
79	BOTH	VP_LS_AIR_BASE	Any	PMS2	23	0	V2_20190219	0
80	BOTH	VP_LS_AIR_BASE	Any	PMS2	23	0	V2_20190219	0
25	BOTH	153154	Colon/sigmoid/rectum	MLH1	399	2	V2_20190219	0.0050125313283208
26	BOTH	153154	Colon/sigmoid/rectum	MLH1	399	2	V2_20190219	0.0050125313283208
27	BOTH	153154	Colon/sigmoid/rectum	MLH1	399	2	V2_20190219	0.0050125313283208
28	BOTH	153154	Colon/sigmoid/rectum	MLH1	399	2	V2_20190219	0.0050125313283208
29	BOTH	153154	Colon/sigmoid/rectum	MLH1	399	2	V2_20190219	0.0050125313283208
30	BOTH	153154	Colon/sigmoid/rectum	MLH1	601	2	V2_20190219	0.00332778702163062
31	BOTH	153154	Colon/sigmoid/rectum	MLH1	601	2	V2_20190219	0.00332778702163062
32	BOTH	153154	Colon/sigmoid/rectum	MLH1	601	2	V2_20190219	0.00332778702163062
33	BOTH	153154	Colon/sigmoid/rectum	MLH1	601	2	V2_20190219	0.00332778702163062
34	BOTH	153154	Colon/sigmoid/rectum	MLH1	601	2	V2_20190219	0.00332778702163062
35	BOTH	153154	Colon/sigmoid/rectum	MLH1	675	14	V2_20190219	0.0207407407407407
36	BOTH	153154	Colon/sigmoid/rectum	MLH1	675	14	V2_20190219	0.0207407407407407
37	BOTH	153154	Colon/sigmoid/rectum	MLH1	675	14	V2_20190219	0.0207407407407407
38	BOTH	153154	Colon/sigmoid/rectum	MLH1	675	14	V2_20190219	0.0207407407407407
39	BOTH	153154	Colon/sigmoid/rectum	MLH1	675	14	V2_20190219	0.0207407407407407
40	BOTH	153154	Colon/sigmoid/rectum	MLH1	714	10	V2_20190219	0.0140056022408964
41	BOTH	153154	Colon/sigmoid/rectum	MLH1	714	10	V2_20190219	0.0140056022408964
42	BOTH	153154	Colon/sigmoid/rectum	MLH1	714	10	V2_20190219	0.0140056022408964
43	BOTH	153154	Colon/sigmoid/rectum	MLH1	714	10	V2_20190219	0.0140056022408964
44	BOTH	153154	Colon/sigmoid/rectum	MLH1	714	10	V2_20190219	0.0140056022408964
45	BOTH	153154	Colon/sigmoid/rectum	MLH1	668	8	V2_20190219	0.0119760479041916
46	BOTH	153154	Colon/sigmoid/rectum	MLH1	668	8	V2_20190219	0.0119760479041916
47	BOTH	153154	Colon/sigmoid/rectum	MLH1	668	8	V2_20190219	0.0119760479041916
48	BOTH	153154	Colon/sigmoid/rectum	MLH1	668	8	V2_20190219	0.0119760479041916
49	BOTH	153154	Colon/sigmoid/rectum	MLH1	668	8	V2_20190219	0.0119760479041916
50	BOTH	153154	Colon/sigmoid/rectum	MLH1	497	10	V2_20190219	0.0201207243460765
51	BOTH	153154	Colon/sigmoid/rectum	MLH1	497	10	V2_20190219	0.0201207243460765
52	BOTH	153154	Colon/sigmoid/rectum	MLH1	497	10	V2_20190219	0.0201207243460765
53	BOTH	153154	Colon/sigmoid/rectum	MLH1	497	10	V2_20190219	0.0201207243460765
54	BOTH	153154	Colon/sigmoid/rectum	MLH1	497	10	V2_20190219	0.0201207243460765
55	BOTH	153154	Colon/sigmoid/rectum	MLH1	392	8	V2_20190219	0.0204081632653061
56	BOTH	153154	Colon/sigmoid/rectum	MLH1	392	8	V2_20190219	0.0204081632653061
57	BOTH	153154	Colon/sigmoid/rectum	MLH1	392	8	V2_20190219	0.0204081632653061
58	BOTH	153154	Colon/sigmoid/rectum	MLH1	392	8	V2_20190219	0.0204081632653061
59	BOTH	153154	Colon/sigmoid/rectum	MLH1	392	8	V2_20190219	0.0204081632653061
60	BOTH	153154	Colon/sigmoid/rectum	MLH1	266	6	V2_20190219	0.0225563909774436
61	BOTH	153154	Colon/sigmoid/rectum	MLH1	266	6	V2_20190219	0.0225563909774436
62	BOTH	153154	Colon/sigmoid/rectum	MLH1	266	6	V2_20190219	0.0225563909774436
63	BOTH	153154	Colon/sigmoid/rectum	MLH1	266	6	V2_20190219	0.0225563909774436
64	BOTH	153154	Colon/sigmoid/rectum	MLH1	266	6	V2_20190219	0.0225563909774436
65	BOTH	153154	Colon/sigmoid/rectum	MLH1	204	3	V2_20190219	0.0147058823529412
66	BOTH	153154	Colon/sigmoid/rectum	MLH1	204	3	V2_20190219	0.0147058823529412
67	BOTH	153154	Colon/sigmoid/rectum	MLH1	204	3	V2_20190219	0.0147058823529412
68	BOTH	153154	Colon/sigmoid/rectum	MLH1	204	3	V2_20190219	0.0147058823529412
69	BOTH	153154	Colon/sigmoid/rectum	MLH1	204	3	V2_20190219	0.0147058823529412
70	BOTH	153154	Colon/sigmoid/rectum	MLH1	129	2	V2_20190219	0.0155038759689922
71	BOTH	153154	Colon/sigmoid/rectum	MLH1	129	2	V2_20190219	0.0155038759689922
72	BOTH	153154	Colon/sigmoid/rectum	MLH1	129	2	V2_20190219	0.0155038759689922
73	BOTH	153154	Colon/sigmoid/rectum	MLH1	129	2	V2_20190219	0.0155038759689922
74	BOTH	153154	Colon/sigmoid/rectum	MLH1	129	2	V2_20190219	0.0155038759689922
75	BOTH	153154	Colon/sigmoid/rectum	MLH1	73	2	V2_20190219	0.0273972602739726
76	BOTH	153154	Colon/sigmoid/rectum	MLH1	73	2	V2_20190219	0.0273972602739726
77	BOTH	153154	Colon/sigmoid/rectum	MLH1	73	2	V2_20190219	0.0273972602739726
78	BOTH	153154	Colon/sigmoid/rectum	MLH1	73	2	V2_20190219	0.0273972602739726
79	BOTH	153154	Colon/sigmoid/rectum	MLH1	73	2	V2_20190219	0.0273972602739726
80	BOTH	153154	Colon/sigmoid/rectum	MLH1	73	2	V2_20190219	0.0273972602739726
25	BOTH	153154	Colon/sigmoid/rectum	MSH2	456	3	V2_20190219	0.00657894736842105
26	BOTH	153154	Colon/sigmoid/rectum	MSH2	456	3	V2_20190219	0.00657894736842105
27	BOTH	153154	Colon/sigmoid/rectum	MSH2	456	3	V2_20190219	0.00657894736842105
28	BOTH	153154	Colon/sigmoid/rectum	MSH2	456	3	V2_20190219	0.00657894736842105
29	BOTH	153154	Colon/sigmoid/rectum	MSH2	456	3	V2_20190219	0.00657894736842105
30	BOTH	153154	Colon/sigmoid/rectum	MSH2	622	3	V2_20190219	0.00482315112540193
31	BOTH	153154	Colon/sigmoid/rectum	MSH2	622	3	V2_20190219	0.00482315112540193
32	BOTH	153154	Colon/sigmoid/rectum	MSH2	622	3	V2_20190219	0.00482315112540193
33	BOTH	153154	Colon/sigmoid/rectum	MSH2	622	3	V2_20190219	0.00482315112540193
34	BOTH	153154	Colon/sigmoid/rectum	MSH2	622	3	V2_20190219	0.00482315112540193
35	BOTH	153154	Colon/sigmoid/rectum	MSH2	809	4	V2_20190219	0.00494437577255871
36	BOTH	153154	Colon/sigmoid/rectum	MSH2	809	4	V2_20190219	0.00494437577255871
37	BOTH	153154	Colon/sigmoid/rectum	MSH2	809	4	V2_20190219	0.00494437577255871
38	BOTH	153154	Colon/sigmoid/rectum	MSH2	809	4	V2_20190219	0.00494437577255871
39	BOTH	153154	Colon/sigmoid/rectum	MSH2	809	4	V2_20190219	0.00494437577255871
40	BOTH	153154	Colon/sigmoid/rectum	MSH2	845	10	V2_20190219	0.0118343195266272
41	BOTH	153154	Colon/sigmoid/rectum	MSH2	845	10	V2_20190219	0.0118343195266272
42	BOTH	153154	Colon/sigmoid/rectum	MSH2	845	10	V2_20190219	0.0118343195266272
43	BOTH	153154	Colon/sigmoid/rectum	MSH2	845	10	V2_20190219	0.0118343195266272
44	BOTH	153154	Colon/sigmoid/rectum	MSH2	845	10	V2_20190219	0.0118343195266272
45	BOTH	153154	Colon/sigmoid/rectum	MSH2	869	6	V2_20190219	0.00690448791714614
46	BOTH	153154	Colon/sigmoid/rectum	MSH2	869	6	V2_20190219	0.00690448791714614
47	BOTH	153154	Colon/sigmoid/rectum	MSH2	869	6	V2_20190219	0.00690448791714614
48	BOTH	153154	Colon/sigmoid/rectum	MSH2	869	6	V2_20190219	0.00690448791714614
49	BOTH	153154	Colon/sigmoid/rectum	MSH2	869	6	V2_20190219	0.00690448791714614
50	BOTH	153154	Colon/sigmoid/rectum	MSH2	767	17	V2_20190219	0.0221642764015645
51	BOTH	153154	Colon/sigmoid/rectum	MSH2	767	17	V2_20190219	0.0221642764015645
52	BOTH	153154	Colon/sigmoid/rectum	MSH2	767	17	V2_20190219	0.0221642764015645
53	BOTH	153154	Colon/sigmoid/rectum	MSH2	767	17	V2_20190219	0.0221642764015645
54	BOTH	153154	Colon/sigmoid/rectum	MSH2	767	17	V2_20190219	0.0221642764015645
55	BOTH	153154	Colon/sigmoid/rectum	MSH2	613	7	V2_20190219	0.0114192495921697
56	BOTH	153154	Colon/sigmoid/rectum	MSH2	613	7	V2_20190219	0.0114192495921697
57	BOTH	153154	Colon/sigmoid/rectum	MSH2	613	7	V2_20190219	0.0114192495921697
58	BOTH	153154	Colon/sigmoid/rectum	MSH2	613	7	V2_20190219	0.0114192495921697
59	BOTH	153154	Colon/sigmoid/rectum	MSH2	613	7	V2_20190219	0.0114192495921697
60	BOTH	153154	Colon/sigmoid/rectum	MSH2	419	12	V2_20190219	0.0286396181384248
61	BOTH	153154	Colon/sigmoid/rectum	MSH2	419	12	V2_20190219	0.0286396181384248
62	BOTH	153154	Colon/sigmoid/rectum	MSH2	419	12	V2_20190219	0.0286396181384248
63	BOTH	153154	Colon/sigmoid/rectum	MSH2	419	12	V2_20190219	0.0286396181384248
64	BOTH	153154	Colon/sigmoid/rectum	MSH2	419	12	V2_20190219	0.0286396181384248
